,Age,R,DeltaR
0,2.5,1.0125301394644046,0.08057996837695296
1,7.5,1.0952073618910636,0.09606805742606356
2,12.5,1.1100198450609902,0.054496250921176596
3,17.5,1.2904332294443555,0.02930356387670784
4,22.5,1.282056429015349,0.03562982848967106
5,27.5,1.2596379098028414,0.04448463942381573
6,32.5,1.2514093416777397,0.05307391735823611
7,37.5,1.2613461319963104,0.06222677439688781
8,42.5,1.1908550287816622,0.06850092470479108
9,47.5,1.1149484007297046,0.07181121369363695
10,52.5,1.0714566194302741,0.07704255666189445
11,57.5,1.116323908306396,0.09062021941861534
12,62.5,0.8830356303437115,0.07269627798029822
13,67.5,0.911646508745316,0.07908853263411278
14,72.5,0.907654048369405,0.07898399219023035
15,77.5,0.8357754309631561,0.08267699671683035
16,82.5,1.0956802219852944,0.1312296388507528
17,87.5,1.0536213196440127,0.18904877909888382
18,92.5,1.621238325360464,0.5774140896659365
19,97.5,2.142857142857143,3.1870444280852
